State Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,Total/Rural/Urban,Number of villages Inhabited,Number of villages unhabited,Number of towns,Number of households,Population,"Area
 (In sq. km)",Population per sq. km.,lattitude,longitude,elevation,temp (min),temp (max),temp (mean),terrorist attacks,maoist attacks,border,LWE areas
1,0,0.0,STATE,JAMMU & KASHMIR,Total,6337,216,122,2119718,12541302,222236.0,124.0,33.66,75.163,5338.0,14.0,95.0,57.04,0,0,0,0
1,1,0.0,DISTRICT,Kupwara,Total,353,9,10,113929,870354,2379.0,366.0,34.5266,74.2567,5338.0,14.0,95.0,57.04,10,0,1,0
1,1,1.0,SUB-DISTRICT,Kupwara,Total,118,4,7,63022,540914,301.94,1791.0,35.0,74.0,5299.0,14.0,95.0,57.04,10,0,1,0
1,1,2.0,SUB-DISTRICT,Handwara,Total,196,3,1,39485,269311,291.47,924.0,34.0,74.0,5190.0,14.0,95.0,57.04,10,0,1,0
1,1,3.0,SUB-DISTRICT,Karnah,Total,39,2,2,11422,60129,69.89,860.0,34.0,73.0,5039.0,14.0,95.0,57.04,10,0,1,0
1,2,0.0,DISTRICT,Badgam,Total,462,12,9,103363,753745,1361.0,554.0,34.0,74.0,10000.0,14.0,95.0,57.04,3,0,1,0
1,2,4.0,SUB-DISTRICT,"Khag, Jammu and Kashmir",Total,49,0,0,8799,67596,61.12,1106.0,34.0,74.0,10000.0,14.0,95.0,57.04,3,0,1,0
1,2,5.0,SUB-DISTRICT,"Beerwah, Jammu and Kashmir",Total,102,2,2,20914,163333,134.07,1218.0,34.0,75.0,1296.0,14.0,95.0,57.04,3,0,1,0
1,2,6.0,SUB-DISTRICT,"Khan Sahib, Jammu and Kashmir",Total,96,3,1,16432,123312,125.91,979.0,34.0,75.0,6665.0,14.0,95.0,57.04,3,0,1,0
1,2,7.0,SUB-DISTRICT,Budgam,Total,95,2,2,19774,133855,146.16,916.0,34.0,75.0,5281.0,14.0,95.0,57.04,3,0,1,0
1,2,8.0,SUB-DISTRICT,Chadoora,Total,104,4,3,30390,212233,194.67,1090.0,34.0,75.0,5174.0,14.0,95.0,57.04,3,0,1,0
1,2,9.0,SUB-DISTRICT,Charar- E- Shrief,Total,16,1,1,7054,53416,58.85,908.0,34.0,75.0,6342.0,14.0,95.0,57.04,3,0,1,0
1,3,0.0,DISTRICT,Leh(Ladakh),Total,111,1,3,21909,133487,45110.0,3.0,33.0,77.0,11750.0,-24.52,13.9,20.84,0,0,2,0
1,3,10.0,SUB-DISTRICT,Leh,Total,60,1,3,15497,93961,171.06,549.0,33.0,77.0,14100.0,-24.52,13.9,20.84,0,0,2,0
1,3,0.0,Village,Tangtse,Total,27,-1,-1,3605,22432,165.82,133.0,34.03015,78.16773,12950.0,-7.0,70.0,61.0,0,0,2,0
1,3,11.0,SUB-DISTRICT,Nubra,Total,28,0,0,3606,22433,166.82,134.0,35.0,78.0,10000.0,-7.0,70.0,61.0,0,0,2,0
1,3,12.0,SUB-DISTRICT,Khalatse,Total,23,0,0,2806,17093,56.01,305.0,34.0,77.0,10784.0,-7.0,70.0,61.0,0,0,2,0
1,4,0.0,DISTRICT,Kargil,Total,125,2,1,18338,140802,14036.0,10.0,35.0,76.0,14334.0,1.04,73.04,42.08,0,0,2,0
1,4,13.0,SUB-DISTRICT,Kargil,Total,64,2,1,10867,86461,84.16,1027.0,35.0,76.0,14334.0,1.04,73.04,42.08,0,0,2,0
1,4,14.0,SUB-DISTRICT,Sanku,Total,36,0,0,5144,40548,60.49,670.0,34.0,76.0,10500.0,1.04,73.04,42.08,0,0,2,0
1,4,15.0,SUB-DISTRICT,Zanskar,Total,25,0,0,2327,13793,43.11,320.0,33.0,77.0,15629.0,1.04,73.04,42.08,0,0,2,0
1,5,0.0,DISTRICT,Poonch ,Total,170,8,3,90261,476835,1674.0,285.0,33.0,74.0,1000.0,25.0,84.0,50.0,6,0,1,0
1,5,16.0,SUB-DISTRICT,Haveli,Total,49,2,1,25558,132767,278.42,477.0,34.0,74.0,8000.0,25.0,84.0,50.0,6,0,1,0
1,5,17.0,SUB-DISTRICT,Mandi,Total,37,0,0,16313,77947,196.28,397.0,34.0,74.0,10557.0,25.0,84.0,50.0,6,0,1,0
1,5,18.0,SUB-DISTRICT,Mendhar Tehsil,Total,51,5,1,25334,141366,424.69,333.0,34.0,74.0,4819.0,25.0,84.0,50.0,6,0,1,0
1,5,19.0,SUB-DISTRICT,Surankote,Total,33,1,1,23056,124755,250.23,499.0,34.0,74.0,5180.0,25.0,84.0,50.0,6,0,1,0
1,6,0.0,DISTRICT,Rajouri,Total,375,10,4,130401,642415,2630.0,244.0,33.0,74.0,5603.0,42.8,99.53,61.0,9,0,1,0
1,6,20.0,SUB-DISTRICT,Thanamandi,Total,32,0,1,13644,67773,148.69,456.0,34.0,74.0,5603.0,42.8,99.53,61.0,9,0,1,0
1,6,21.0,SUB-DISTRICT,Darhal,Total,11,1,0,7612,36227,80.3,451.0,33.0,74.0,6532.0,42.8,99.53,61.0,9,0,1,0
1,6,22.0,SUB-DISTRICT,Rajouri,Total,118,3,1,36640,189067,593.49,319.0,33.0,74.0,4061.0,42.8,99.53,61.0,9,0,1,0
1,6,23.0,SUB-DISTRICT,Budhal,Total,51,1,0,23676,123050,468.25,263.0,33.0,75.0,5807.0,42.8,99.53,61.0,9,0,1,0
1,6,24.0,SUB-DISTRICT,Kalakote,Total,68,1,0,16243,72667,412.96,176.0,33.0,74.0,2300.0,42.8,99.53,61.0,9,0,1,0
1,6,25.0,SUB-DISTRICT,"Nowshera, Jammu and Kashmir",Total,52,4,1,18323,89416,482.03,185.0,34.0,75.0,5167.0,42.8,99.53,61.0,9,0,1,0
1,6,26.0,SUB-DISTRICT,Sunderbani,Total,43,0,1,14263,64215,333.43,193.0,33.0,74.0,2077.0,42.8,99.53,61.0,9,0,1,0
1,7,0.0,DISTRICT,Kathua,Total,496,16,6,119583,616435,2502.0,246.0,33.0,76.0,2769.0,42.8,99.53,61.0,0,0,1,0
1,7,27.0,SUB-DISTRICT,Billawar,Total,65,1,1,28687,150882,675.12,223.0,33.0,76.0,2769.0,42.8,99.53,61.0,0,0,1,0
1,7,28.0,SUB-DISTRICT,Bashohli,Total,38,1,1,13312,70810,344.24,206.0,33.0,76.0,3937.0,42.8,99.53,61.0,0,0,1,0
1,7,29.0,SUB-DISTRICT,Bani,Total,33,0,0,8096,45996,468.12,98.0,33.0,76.0,4200.0,42.8,99.53,61.0,0,0,1,0
1,7,30.0,SUB-DISTRICT,Kathua,Total,163,8,3,41206,210949,563.89,374.0,33.0,76.0,1633.0,42.8,99.53,61.0,0,0,1,0
1,7,31.0,SUB-DISTRICT,Hiranagar,Total,197,6,1,28282,137798,388.92,354.0,32.0,75.0,1010.0,42.8,99.53,61.0,0,0,1,0
1,8,0.0,DISTRICT,Baramula,Total,509,9,7,152635,1008039,4243.0,238.0,34.2087,74.3435,5521.0,24.0,84.0,56.0,14,0,1,0
1,8,32.0,SUB-DISTRICT,Sopore,Total,57,1,1,33709,219913,170.09,1293.0,34.0,74.0,5521.0,24.0,84.0,56.0,14,0,1,0
1,8,33.0,SUB-DISTRICT,"Rafiabad, India",Total,77,0,1,14178,92639,113.34,817.0,34.0,74.0,5174.0,24.0,84.0,56.0,14,0,1,0
1,8,34.0,SUB-DISTRICT,Pattan,Total,94,1,1,28428,229155,181.34,1264.0,34.0,75.0,5311.0,24.0,84.0,56.0,14,0,1,0
1,8,35.0,SUB-DISTRICT,Baramulla,Total,42,0,1,24196,149649,122.36,1223.0,34.0,74.0,5912.0,24.0,84.0,56.0,14,0,1,0
1,8,36.0,SUB-DISTRICT,Kreeri,Total,50,0,0,11402,66954,84.19,795.0,34.0,74.0,5498.0,24.0,84.0,56.0,14,0,1,0
1,8,37.0,SUB-DISTRICT,"Uri, Jammu and Kashmir",Total,41,7,1,12109,74867,160.05,468.0,34.0,74.0,7034.0,24.0,84.0,56.0,14,0,1,0
1,8,38.0,SUB-DISTRICT,Boniyar,Total,52,0,0,11912,72564,95.59,759.0,34.0,75.0,5174.0,24.0,84.0,56.0,14,0,1,0
1,8,39.0,SUB-DISTRICT,Tangmarg,Total,96,0,2,16701,102298,111.43,918.0,34.0,74.0,10232.0,24.0,84.0,56.0,14,0,1,0
1,9,0.0,DISTRICT,Bandipore,Total,119,3,3,58392,392232,345.0,1137.0,34.504,74.8283,12845.0,5.2,75.0,57.04,2,0,1,0
1,9,40.0,SUB-DISTRICT,Gurez,Total,28,0,0,5026,37992,44.66,851.0,35.0,75.0,12845.0,5.2,75.0,57.04,2,0,1,0
1,9,41.0,SUB-DISTRICT,Bandipore,Total,41,1,1,28360,177738,116.21,1529.0,34.0,75.0,9845.0,5.2,75.0,57.04,2,0,1,0
1,9,42.0,SUB-DISTRICT,Sonawari,Total,50,2,2,25006,176502,184.0,959.0,34.0,75.0,6175.0,5.2,75.0,57.04,2,0,1,0
1,10,0.0,DISTRICT,Srinagar,Total,11,0,5,191678,1236829,1979.0,625.0,34.0833,74.8333,5200.0,24.0,80.0,62.0,11,0,0,0
1,10,43.0,SUB-DISTRICT,Srinagar (North),Total,8,0,3,188079,1216358,298.07,4081.0,34.0,75.0,5200.0,24.0,80.0,62.0,11,0,0,0
1,10,44.0,SUB-DISTRICT,Srinagar (South),Total,3,0,2,3599,20471,12.42,1648.0,34.0,75.0,5200.0,24.0,80.0,62.0,11,0,0,0
1,11,0.0,DISTRICT,Ganderbal,Total,113,2,3,45361,297446,259.0,1148.0,34.2947,75.2,7943.0,25.0,84.0,56.0,0,0,0,0
1,11,45.0,SUB-DISTRICT,"Lar, Jammu and Kashmir",Total,42,0,1,13620,90694,82.92,1094.0,34.0,75.0,6861.0,25.0,84.0,56.0,0,0,0,0
1,11,46.0,SUB-DISTRICT,"Kangan, Jammu and Kashmir",Total,42,0,0,18326,120934,90.44,1337.0,34.0,75.0,11918.0,25.0,84.0,56.0,0,0,0,0
1,11,47.0,SUB-DISTRICT,Ganderbal,Total,29,2,2,13415,85818,85.96,998.0,34.0,75.0,6684.0,25.0,84.0,56.0,0,0,0,0
1,12,0.0,DISTRICT,Pulwama,Total,319,10,5,86241,560440,1086.0,516.0,33.8736,74.8999,6910.0,25.0,84.0,58.0,19,0,0,0
1,12,48.0,SUB-DISTRICT,Pampore,Total,23,3,2,12350,81564,112.41,726.0,34.0,75.0,6910.0,25.0,84.0,58.0,19,0,0,0
1,12,49.0,SUB-DISTRICT,Awantipora,Total,43,3,1,12091,86507,116.92,740.0,34.0,75.0,5774.0,25.0,84.0,58.0,19,0,0,0
1,12,50.0,SUB-DISTRICT,Tral,Total,66,0,1,18659,110196,117.87,935.0,34.0,75.0,6532.0,25.0,84.0,58.0,19,0,0,0
1,12,51.0,SUB-DISTRICT,Pulwama,Total,187,4,1,43141,282173,288.68,977.0,34.0,75.0,6561.0,25.0,84.0,58.0,19,0,0,0
1,13,0.0,DISTRICT,Shopian,Total,226,3,1,44411,266215,312.0,853.0,33.7208,74.834,6729.0,25.0,84.0,57.0,24,0,0,0
1,13,52.0,SUB-DISTRICT,Shopian,Total,226,3,1,44411,266215,311.73,854.0,34.0,75.0,6729.0,25.0,84.0,57.0,24,0,0,0
1,14,0.0,DISTRICT,Anantnag,Total,335,7,12,153640,1078692,3574.0,302.0,33.7369,75.1455,5223.0,25.0,84.0,57.0,8,0,0,0
1,14,53.0,SUB-DISTRICT,Pahalgam,Total,65,1,2,19277,119884,125.22,957.0,34.0,75.0,13008.0,25.0,84.0,57.0,8,0,0,0
1,14,54.0,SUB-DISTRICT,Bijbehara,Total,51,1,2,20450,146801,142.1,1033.0,34.0,75.0,5223.0,25.0,84.0,57.0,8,0,0,0
1,14,55.0,SUB-DISTRICT,Anantnag,Total,82,4,4,48726,364763,188.83,1932.0,34.0,75.0,5656.0,25.0,84.0,57.0,8,0,0,0
1,14,56.0,SUB-DISTRICT,Shangus,Total,25,0,1,12400,74103,59.09,1254.0,34.0,75.0,7875.0,25.0,84.0,57.0,8,0,0,0
1,14,57.0,SUB-DISTRICT,Kokernag,Total,51,0,1,27343,173712,126.01,1379.0,34.0,75.0,7337.0,25.0,84.0,57.0,8,0,0,0
1,14,58.0,SUB-DISTRICT,Doru Shahabad,Total,61,1,2,25444,199429,130.69,1526.0,33.0,75.0,6430.0,25.0,84.0,57.0,8,0,0,0
1,15,0.0,DISTRICT,Kulgam,Total,226,5,7,73728,424483,410.0,1035.0,33.6452,75.0202,6264.0,24.0,84.0,53.0,9,0,0,0
1,15,59.0,SUB-DISTRICT,Kulgam,Total,161,2,6,49700,285773,265.36,1077.0,34.0,75.0,6264.0,24.0,84.0,53.0,9,0,0,0
1,15,60.0,SUB-DISTRICT,"Devsar, Jammu and Kashmir",Total,15,1,1,4924,31893,20.37,1566.0,34.0,75.0,5459.0,24.0,84.0,53.0,9,0,0,0
1,15,61.0,SUB-DISTRICT,Damhal Hanji Pora,Total,50,2,0,19104,106817,124.64,857.0,34.0,75.0,13022.0,24.0,84.0,53.0,9,0,0,0
1,16,0.0,DISTRICT,Doda,Total,402,4,2,79636,409936,8912.0,46.0,33.14491,75.5474,1000.0,45.0,102.0,68.0,0,0,0,0
1,16,62.0,SUB-DISTRICT,"Doda, Jammu and Kashmir",Total,126,1,1,41297,202716,1023.61,198.0,33.0,76.0,3974.0,45.0,102.0,68.0,0,0,0,0
1,16,63.0,SUB-DISTRICT,Thathri,Total,92,1,0,11129,59955,123.54,485.0,33.0,76.0,6948.0,45.0,102.0,68.0,0,0,0,0
1,16,64.0,SUB-DISTRICT,Gandoh,Total,66,1,0,13216,71889,105.08,684.0,33.03,75.9,7057.0,45.0,102.0,68.0,0,0,0,0
1,16,65.0,SUB-DISTRICT,Bhaderwah,Total,118,1,1,13994,75376,112.17,672.0,33.0,76.0,8838.0,45.0,102.0,68.0,0,0,0,0
1,17,0.0,DISTRICT,Ramban,Total,127,2,3,55490,283713,1329.0,213.0,33.323,75.1861,8429.0,45.0,102.0,69.0,0,0,0,0
1,17,66.0,SUB-DISTRICT,Banihal,Total,33,1,1,25018,125045,563.08,222.0,33.0,75.0,8429.0,45.0,102.0,69.0,0,0,0,0
1,17,67.0,SUB-DISTRICT,"Ramban, Jammu and Kashmir",Total,94,1,2,30472,158668,765.96,207.0,33.0,75.0,6787.0,45.0,102.0,69.0,0,0,0,0
1,18,0.0,DISTRICT,Kishtwar,Total,155,2,1,45209,230696,1644.0,140.0,33.5296,76.0146,12125.0,39.2,122.0,80.69,0,0,0,0
1,18,68.0,SUB-DISTRICT,Kishtwar,Total,82,2,1,24115,129489,780.3,166.0,33.0,76.0,12125.0,39.2,122.0,80.69,0,0,0,0
1,18,69.0,SUB-DISTRICT,Marwah,Total,27,0,0,7106,35572,307.35,116.0,33.8168,75.9155,12125.0,39.2,122.0,80.69,0,0,0,0
1,18,70.0,SUB-DISTRICT,Chattroh,Total,14,0,0,9729,44087,308.52,143.0,33.40499,75.59753,6204.0,39.2,122.0,80.69,0,0,0,0
1,18,71.0,SUB-DISTRICT,Atholi (Paddar),Total,32,0,0,4259,21548,248.11,87.0,33.01974,76.03741,6387.0,39.2,122.0,80.69,0,0,0,0
1,19,0.0,DISTRICT,Udhampur,Total,325,6,6,99240,554985,2637.0,210.0,32.922,75.1331,2500.0,39.2,122.0,80.06,0,0,0,0
1,19,72.0,SUB-DISTRICT,Udhampur,Total,149,3,3,50555,275559,808.71,341.0,33.0,75.0,2500.0,39.2,122.0,80.06,0,0,0,0
1,19,73.0,SUB-DISTRICT,Chenani,Total,46,1,2,11125,64753,312.12,207.0,33.0,75.0,3487.0,39.2,122.0,80.06,0,0,0,0
1,19,74.0,SUB-DISTRICT,"Ramnagar, Udhampur",Total,88,2,1,28317,167010,1025.65,163.0,33.0,75.0,4238.0,39.2,122.0,80.06,0,0,0,0
1,19,75.0,SUB-DISTRICT,Majalta,Total,42,0,0,9243,47663,235.35,203.0,32.7237,75.1767,2000.0,39.2,122.0,80.06,0,0,0,0
1,20,0.0,DISTRICT,Reasi,Total,253,2,5,56689,314667,1719.0,183.0,33.0629,74.8008,5000.0,41.0,96.0,69.0,0,0,0,0
1,20,76.0,SUB-DISTRICT,Gool-Gulabgarh,Total,61,0,0,25782,147843,857.26,172.0,33.26,74.99,5000.0,41.0,96.0,69.0,0,0,0,0
1,20,77.0,SUB-DISTRICT,Reasi,Total,192,2,5,30907,166824,861.53,194.0,33.0,75.0,3261.0,41.0,96.0,69.0,0,0,0,0
1,21,0.0,DISTRICT,Jammu,Total,780,72,20,314199,1529958,2342.0,653.0,32.7186,74.8581,1023.0,43.0,99.0,70.0,3,0,0,0
1,21,78.0,SUB-DISTRICT,Akhnoor,Total,207,19,3,54133,250446,969.5,258.0,33.0,75.0,1023.0,43.0,99.0,70.0,3,0,0,0
1,21,79.0,SUB-DISTRICT,Jammu,Total,309,11,11,195906,970335,1069.72,907.0,33.0,75.0,980.0,43.0,99.0,70.0,3,0,0,0
1,21,80.0,SUB-DISTRICT,Ranbir Singh Pora,Total,163,27,4,41528,197739,245.26,806.0,33.0,75.0,890.0,43.0,99.0,70.0,3,0,0,0
1,21,81.0,SUB-DISTRICT,Bishnah,Total,101,15,2,22632,111438,158.18,705.0,33.0,75.0,889.0,43.0,99.0,70.0,3,0,0,0
1,22,0.0,DISTRICT,Samba,Total,345,31,6,65385,318898,904.0,353.0,33.0046,76.5085,1515.0,44.0,96.0,65.0,1,0,0,0
1,22,82.0,SUB-DISTRICT,Samba,Total,345,31,6,65385,318898,903.65,353.0,33.0,75.0,1515.0,44.0,96.0,65.0,1,0,0,0
2,0,0.0,STATE,HIMACHAL PRADESH,Total,17882,2808,59,1483280,6864602,55673.0,123.0,31.929,77.182,11000.0,47.0,100.0,78.0,0,0,0,0
2,23,0.0,DISTRICT,Chamba,Total,1110,481,5,102460,519080,6522.0,80.0,32.5715,76.1023,11000.0,47.0,100.0,78.0,0,0,0,0
2,23,83.0,SUB-DISTRICT,Pangi,Total,60,46,0,3952,18868,1515.46,12.0,33.084014,76.40698,11000.0,47.0,100.0,78.0,0,0,0,0
2,23,84.0,SUB-DISTRICT,Churah,Total,181,131,0,14142,78988,1164.89,68.0,32.85,76.17,7545.0,47.0,100.0,78.0,0,0,0,0
2,23,85.0,SUB-DISTRICT,Salooni,Total,132,46,0,8815,47939,362.02,132.0,33.0,76.0,7545.0,47.0,100.0,78.0,0,0,0,0
2,23,86.0,SUB-DISTRICT,Bhalai,Total,78,2,0,4774,25326,133.25,190.0,33.0,75.98472,4609.0,47.0,100.0,78.0,0,0,0,0
2,23,87.0,SUB-DISTRICT,"Dalhousie, India",Total,119,7,2,9514,46760,159.96,292.0,33.0,76.0,6460.0,47.0,100.0,78.0,0,0,0,0
2,23,88.0,SUB-DISTRICT,Bhattiyat,Total,123,10,2,8897,42967,248.88,173.0,32.0,76.0143,3543.0,47.0,100.0,78.0,0,0,0,0
2,23,89.0,SUB-DISTRICT,Sihunta,Total,80,17,0,8297,39871,264.19,151.0,32.3209,76.0914,3169.0,47.0,100.0,78.0,0,0,0,0
2,23,90.0,SUB-DISTRICT,"Chamba, Himachal Pradesh",Total,241,66,1,35900,179253,1012.28,177.0,33.0,76.0,3169.0,47.0,100.0,78.0,0,0,0,0
2,23,91.0,SUB-DISTRICT,Holi,Total,46,94,0,3027,14094,716.07,20.0,32.3365,76.5442,10252.0,47.0,100.0,78.0,0,0,0,0
2,23,92.0,SUB-DISTRICT,bahrampur,Total,50,62,0,5142,25014,945.01,26.0,32.4413,76.5379,12159.0,47.0,100.0,78.0,0,0,0,0
2,24,0.0,DISTRICT,Kangra,Total,3617,252,9,338887,1510075,5739.0,263.0,32.1667,76.25,1692.0,44.0,94.0,62.0,0,0,0,0
2,24,93.0,SUB-DISTRICT,"Nurpur, Himachal Pradesh",Total,392,27,1,37267,176525,540.42,327.0,32.0,76.0,1692.0,44.0,94.0,62.0,0,0,0,0
2,24,94.0,SUB-DISTRICT,Indora,Total,112,4,1,16720,81226,298.13,272.0,32.0,76.0,1400.0,44.0,94.0,62.0,0,0,0,0
2,24,95.0,SUB-DISTRICT,Fatehpur,Total,223,19,0,13185,62041,305.99,203.0,32.0980015,75.9497047,1387.0,44.0,94.0,62.0,0,0,0,0
2,24,96.0,SUB-DISTRICT,"Jawali, Himachal Pradesh",Total,195,18,0,24532,112746,295.64,381.0,32.0,76.0,2050.0,44.0,94.0,62.0,0,0,0,0
2,24,97.0,SUB-DISTRICT,Harchakian,Total,60,2,0,3125,13841,72.19,192.0,32.1502,76.1002,1827.0,44.0,94.0,62.0,0,0,0,0
2,24,98.0,SUB-DISTRICT,Shahpur,Total,152,8,0,15082,67758,244.61,277.0,32.2119366,76.180429,5269.0,44.0,94.0,62.0,0,0,0,0
2,24,99.0,SUB-DISTRICT,Dharamshala,Total,151,13,2,31328,136536,337.67,404.0,32.0,76.0,5843.0,44.0,94.0,62.0,0,0,0,0
2,24,100.0,SUB-DISTRICT,"Kangra, Himachal Pradesh",Total,161,14,1,21432,97568,180.63,540.0,32.0,76.0,5462.0,44.0,94.0,62.0,0,0,0,0
2,24,101.0,SUB-DISTRICT,Nagrota Bagwan,Total,157,18,1,17068,76899,95.02,809.0,32.0,76.0,3001.0,44.0,94.0,62.0,0,0,0,0
2,24,102.0,SUB-DISTRICT,Baroh,Total,161,8,0,5725,25789,133.99,192.0,31.997567,76.314179,2828.0,44.0,94.0,62.0,0,0,0,0
2,24,103.0,SUB-DISTRICT,Dera Gopipur,Total,282,23,1,27654,120783,610.64,198.0,32.0,76.0,1929.0,44.0,94.0,62.0,0,0,0,0
2,24,104.0,SUB-DISTRICT,Jawalamukhi,Total,122,12,1,9740,43504,103.62,420.0,32.0,76.0,2001.0,44.0,94.0,62.0,0,0,0,0
2,24,105.0,SUB-DISTRICT,Jaswan,Total,86,14,0,7486,32520,181.08,180.0,31.9112,75.9751,1598.0,44.0,94.0,62.0,0,0,0,0
2,24,106.0,SUB-DISTRICT,Rakkar,Total,103,13,0,6765,29503,114.49,258.0,32.1992989,76.3677418,2014.0,44.0,94.0,62.0,0,0,0,0
2,24,107.0,SUB-DISTRICT,Khundian,Total,216,13,0,8268,38231,190.71,200.0,31.91,76.1838709,2545.0,44.0,94.0,62.0,0,0,0,0
2,24,108.0,SUB-DISTRICT,Thural,Total,84,7,0,4658,19287,57.68,334.0,32.0,76.0,2545.0,44.0,94.0,62.0,0,0,0,0
2,24,109.0,SUB-DISTRICT,Dhira,Total,113,2,0,5298,22119,81.19,272.0,32.0,76.0,3018.0,44.0,94.0,62.0,0,0,0,0
2,24,110.0,SUB-DISTRICT,Jaisinghpur,Total,218,4,0,15393,61082,191.0,320.0,32.0,77.0,1945.0,44.0,94.0,62.0,0,0,0,0
2,24,111.0,SUB-DISTRICT,"Palampur, Himachal Pradesh",Total,395,14,1,44501,189276,429.29,441.0,32.0,77.0,5971.0,44.0,94.0,62.0,0,0,0,0
2,24,112.0,SUB-DISTRICT,"Baijnath, Himachal Pradesh",Total,200,4,0,22112,95229,296.04,322.0,32.0,77.0,5866.0,44.0,94.0,62.0,0,0,0,0
2,24,113.0,SUB-DISTRICT,Multhan,Total,34,15,0,1548,7612,979.0,8.0,32.2533,76.9002,6069.0,44.0,94.0,62.0,0,0,0,0
2,25,0.0,DISTRICT,Lahul & Spiti,Total,280,241,0,6674,31564,13841.0,2.0,32.5,77.8333,8652.0,36.0,94.0,58.0,0,0,1,0
2,25,114.0,SUB-DISTRICT,"Udaipur, Himachal pardesh",Total,66,84,0,1869,8889,1798.54,5.0,32.7242695,76.6650946,8652.0,36.0,94.0,58.0,0,0,1,0
2,25,115.0,SUB-DISTRICT,Lahul,Total,132,8,0,2222,10218,4923.78,2.0,32.480848,77.354183,14009.0,36.0,94.0,58.0,0,0,1,0
2,25,116.0,SUB-DISTRICT,Spiti,Total,82,149,0,2583,12457,7118.68,2.0,32.246944,78.052222,14009.0,36.0,94.0,58.0,0,0,1,0
2,26,0.0,DISTRICT,Kullu,Total,314,12,5,94807,437903,5503.0,80.0,31.9579,77.1089,6398.0,31.0,96.0,54.0,0,0,0,0
2,26,117.0,SUB-DISTRICT,"Manali, Himachal Pradesh",Total,70,5,1,12450,51661,751.73,69.0,32.0,77.0,6398.0,31.0,96.0,54.0,0,0,0,0
2,26,118.0,SUB-DISTRICT,Kullu,Total,156,7,3,44056,206716,2809.04,74.0,32.0,77.0,6431.0,31.0,96.0,54.0,0,0,0,0
2,26,119.0,SUB-DISTRICT,Sainj,Total,14,0,0,5310,25908,272.02,95.0,31.7702902,77.3051591,4045.0,31.0,96.0,54.0,0,0,0,0
2,26,120.0,SUB-DISTRICT,"Banjar, India",Total,31,0,1,8642,43612,956.64,46.0,32.0,77.0,9553.0,31.0,96.0,54.0,0,0,0,0
2,26,121.0,SUB-DISTRICT,Ani,Total,17,0,0,12292,56917,300.3,190.0,31.433536,77.4171237,4029.0,31.0,96.0,54.0,0,0,0,0
2,26,122.0,SUB-DISTRICT,Nirmand,Total,26,0,0,12057,53089,413.28,128.0,31.0,78.0,5557.0,31.0,96.0,54.0,0,0,0,0
2,27,0.0,DISTRICT,Mandi,Total,2850,488,5,219145,999777,3950.0,253.0,31.709,76.9395,4639.0,42.0,97.0,61.0,0,0,0,0
2,27,123.0,SUB-DISTRICT,Padhar,Total,193,39,0,10432,49357,409.48,121.0,32.092334,76.3389349,4639.0,42.0,97.0,61.0,0,0,0,0
2,27,124.0,SUB-DISTRICT,Jogindernagar,Total,208,11,1,19597,84470,277.5,304.0,31.988723,76.79155,4290.0,42.0,97.0,61.0,0,0,0,0
2,27,125.0,SUB-DISTRICT,Lad Bharol,Total,146,1,0,6438,25832,84.85,304.0,31.9455,76.7207,3941.0,42.0,97.0,61.0,0,0,0,0
2,27,126.0,SUB-DISTRICT,Sandhol,Total,57,2,0,4199,16925,59.42,285.0,31.8383,76.6494,3283.0,42.0,97.0,61.0,0,0,0,0
2,27,127.0,SUB-DISTRICT,Dharmpur,Total,95,4,0,8292,34777,115.34,302.0,31.8181,76.7365,2951.0,42.0,97.0,61.0,0,0,0,0
2,27,128.0,SUB-DISTRICT,Kotli,Total,64,2,0,5775,25860,89.14,290.0,31.7647,76.862,3563.0,42.0,97.0,61.0,0,0,0,0
2,27,129.0,SUB-DISTRICT,Sarkaghat,Total,179,1,1,15828,64269,146.4,439.0,32.0,77.0,3013.0,42.0,97.0,61.0,0,0,0,0
2,27,130.0,SUB-DISTRICT,Bhadrota,Total,93,1,0,4934,21542,88.33,244.0,31.6724,76.8063,3220.5,42.0,97.0,61.0,0,0,0,0
2,27,131.0,SUB-DISTRICT,Baldwara,Total,134,5,0,10107,43811,94.65,463.0,31.55785,76.76387,3428.0,42.0,97.0,61.0,0,0,0,0
2,27,132.0,SUB-DISTRICT,Sundar Nagar,Total,160,20,1,24005,111351,244.52,455.0,32.0,77.0,2900.0,42.0,97.0,61.0,0,0,0,0
2,27,133.0,SUB-DISTRICT,"Mandi, Himachal Pradesh",Total,368,36,2,47425,216051,591.27,365.0,32.0,77.0,3455.0,42.0,97.0,61.0,0,0,0,0
2,27,134.0,SUB-DISTRICT,"Aut, Himachal Pradesh",Total,60,28,0,6032,30893,150.67,205.0,31.7628,77.1634,8143.0,42.0,97.0,61.0,0,0,0,0
2,27,135.0,SUB-DISTRICT,Bali Chowki,Total,97,59,0,7220,37913,192.12,197.0,31.6892,77.2797,3911.0,42.0,97.0,61.0,0,0,0,0
2,27,136.0,SUB-DISTRICT,Thunag,Total,172,86,0,10872,50308,313.57,160.0,31.55864,77.16659,7194.0,42.0,97.0,61.0,0,0,0,0
