State Code,District Code,Sub District Code,India/ State/ Union Territory/ District/ Sub-district,Name,Total/Rural/Urban,Number of villages Inhabited,Number of villages unhabited,Number of towns,Number of households,Population,"Area
 (In sq. km)",Population per sq. km.,lattitude,longitude,elevation,temp (min),temp (max),temp (mean),terrorist attacks,maoist attacks,border,LWE areas
8,121,623.0,SUB-DISTRICT,Nainwa,Total,190,0,1,39370,196070,1192.02,164.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,121,624.0,SUB-DISTRICT,Indragarh,Total,116,3,3,26395,127715,644.13,198.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,121,625.0,SUB-DISTRICT,Keshoraipatan,Total,112,1,2,30006,153987,697.65,221.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,121,626.0,SUB-DISTRICT,Bundi,Total,265,2,3,79686,411533,1886.43,218.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,0.0,DISTRICT,Bhilwara,Total,1790,44,9,498125,2408523,10455.0,230.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,627.0,SUB-DISTRICT,Asind,Total,209,0,1,52901,254130,1131.11,225.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,628.0,SUB-DISTRICT,Hurda,Total,82,0,1,27366,138643,610.67,227.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,629.0,SUB-DISTRICT,Shahpura,Total,162,4,1,41705,207020,1128.42,183.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,630.0,SUB-DISTRICT,Banera  ,Total,87,5,0,24970,123714,660.78,187.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,631.0,SUB-DISTRICT,Mandal  ,Total,212,3,0,49211,235640,1218.82,193.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,632.0,SUB-DISTRICT,Raipur,Total,89,3,0,19936,97869,508.44,192.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,633.0,SUB-DISTRICT,Sahara,Total,103,4,1,27855,135086,659.34,205.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,634.0,SUB-DISTRICT,Bhilwara,Total,143,1,2,115152,557761,969.05,576.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,635.0,SUB-DISTRICT,Kotri,Total,180,0,0,35908,174701,932.2,187.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,636.0,SUB-DISTRICT,Jahazpur,Total,228,9,1,46557,217773,1076.56,202.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,637.0,SUB-DISTRICT,Mandalgarh,Total,183,5,1,37825,176703,929.35,190.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,122,638.0,SUB-DISTRICT,Beejoliya,Total,112,10,1,18739,89483,630.25,142.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,123,0.0,DISTRICT,Rajsamand,Total,1037,13,9,243078,1156597,4655.0,248.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,123,639.0,SUB-DISTRICT,Bhim,Total,140,1,1,35808,171023,672.4,254.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,123,640.0,SUB-DISTRICT,Deogarh,Total,132,3,1,23338,110723,597.81,185.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,123,641.0,SUB-DISTRICT,Amet,Total,151,1,2,24568,118949,530.81,224.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,123,642.0,SUB-DISTRICT,Kumbhalgarh,Total,167,0,0,32648,144231,884.16,163.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,123,643.0,SUB-DISTRICT,Rajsamand,Total,140,2,3,47280,235140,619.21,380.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,123,644.0,SUB-DISTRICT,Railmagra,Total,95,3,0,27874,131800,564.92,233.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,123,645.0,SUB-DISTRICT,Nathdwara,Total,212,3,2,51562,244731,785.69,311.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,124,0.0,DISTRICT,Dungarpur,Total,972,4,4,282029,1388552,3770.0,368.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,124,646.0,SUB-DISTRICT,Dungarpur,Total,305,0,1,98876,495423,1318.56,376.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,124,647.0,SUB-DISTRICT,Aspur,Total,171,3,0,46330,224243,710.27,316.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,124,648.0,SUB-DISTRICT,Sagwara,Total,244,1,2,71166,343232,877.72,391.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,124,649.0,SUB-DISTRICT,Simalwara,Total,252,0,1,65657,325654,863.44,377.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,125,0.0,DISTRICT,Banswara,Total,1485,28,4,367797,1797485,4522.0,397.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,125,650.0,SUB-DISTRICT,Ghatol,Total,238,1,0,62132,287101,771.04,372.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,125,651.0,SUB-DISTRICT,Garhi  ,Total,206,2,2,61155,298740,728.44,410.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,125,652.0,SUB-DISTRICT,Banswara,Total,334,22,1,94686,458587,1134.87,404.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,125,653.0,SUB-DISTRICT,Bagidora,Total,308,0,0,74897,373825,863.07,433.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,125,654.0,SUB-DISTRICT,Kushalgarh,Total,399,3,1,74927,379232,1024.59,370.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,0.0,DISTRICT,Chittaurgarh,Total,1581,149,7,329119,1544338,7822.0,197.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,655.0,SUB-DISTRICT,Rashmi,Total,87,7,0,18434,88670,446.95,198.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,656.0,SUB-DISTRICT,Gangrar,Total,131,0,0,22575,103933,554.35,187.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,657.0,SUB-DISTRICT,Begun,Total,217,26,1,28437,135340,912.09,148.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,658.0,SUB-DISTRICT,Rawatbhata,Total,164,64,1,29957,140128,1642.64,85.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,659.0,SUB-DISTRICT,Chittaurgarh,Total,219,11,2,66891,312334,983.0,318.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,660.0,SUB-DISTRICT,Kapasan,Total,191,6,1,43083,199340,914.1,218.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,661.0,SUB-DISTRICT,Dungla,Total,103,6,0,22395,104607,496.46,211.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,662.0,SUB-DISTRICT,Bhadesar,Total,163,5,0,26309,123930,532.75,233.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,663.0,SUB-DISTRICT,Nimbahera,Total,158,17,1,45835,219790,831.11,264.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,126,664.0,SUB-DISTRICT,Bari Sadri,Total,148,7,1,25203,116266,508.56,229.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,127,0.0,DISTRICT,Kota,Total,805,69,11,396501,1951014,5217.0,374.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,127,665.0,SUB-DISTRICT,Pipalda,Total,167,7,0,35968,179800,930.51,193.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,127,666.0,SUB-DISTRICT,Digod,Total,164,7,0,33029,168734,938.22,180.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,127,667.0,SUB-DISTRICT,Ladpura,Total,117,33,2,236889,1143792,1497.42,764.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,127,668.0,SUB-DISTRICT,Ramganj Mandi,Total,146,15,8,55463,272448,782.32,348.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,127,669.0,SUB-DISTRICT,Sangod,Total,211,7,1,35152,186240,1068.53,174.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,0.0,DISTRICT,Baran,Total,1114,107,8,241428,1222755,6992.0,175.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,670.0,SUB-DISTRICT,Mangrol,Total,73,6,1,20516,106963,440.31,243.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,671.0,SUB-DISTRICT,Antah,Total,79,3,1,23218,120038,543.45,221.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,672.0,SUB-DISTRICT,Baran,Total,90,2,1,41400,213555,626.87,341.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,673.0,SUB-DISTRICT,Atru,Total,141,2,3,29129,149959,833.7,180.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,674.0,SUB-DISTRICT,Kishanganj,Total,190,23,0,33345,166864,1425.89,117.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,675.0,SUB-DISTRICT,Shahbad,Total,177,59,0,28480,142061,1471.37,97.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,676.0,SUB-DISTRICT,Chhabra,Total,188,6,1,29790,152429,800.05,191.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,128,677.0,SUB-DISTRICT,Chhipabarod,Total,176,6,1,35550,170886,850.37,201.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,129,0.0,DISTRICT,Jhalawar,Total,1488,118,9,283295,1411129,6219.0,227.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,129,678.0,SUB-DISTRICT,Khanpur,Total,193,13,1,32687,173193,919.09,188.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,129,679.0,SUB-DISTRICT,Jhalrapatan,Total,353,37,3,73231,356707,1266.95,282.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,129,680.0,SUB-DISTRICT,Aklera,Total,232,35,1,37091,178571,780.3,229.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,129,681.0,SUB-DISTRICT,Manohar Thana,Total,188,5,1,30016,143075,624.28,229.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,129,682.0,SUB-DISTRICT,Pachpahar,Total,133,8,1,34502,179418,688.03,261.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,129,683.0,SUB-DISTRICT,Pirawa,Total,205,13,1,41824,212679,1028.53,207.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,129,684.0,SUB-DISTRICT,Gangdhar,Total,184,7,1,33944,167486,911.83,184.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,0.0,DISTRICT,Udaipur,Total,2471,8,17,623531,3068420,11724.0,262.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,685.0,SUB-DISTRICT,Mavli,Total,178,1,2,51890,253344,841.82,301.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,686.0,SUB-DISTRICT,Gogunda,Total,232,0,1,44340,214948,1012.5,212.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,687.0,SUB-DISTRICT,Kotra,Total,262,0,0,41790,230532,1737.8,133.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,688.0,SUB-DISTRICT,Jhadol,Total,283,0,0,51655,249297,1429.58,174.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,689.0,SUB-DISTRICT,Girwa,Total,325,0,5,186254,898133,1865.94,481.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,690.0,SUB-DISTRICT,Vallabhnagar,Total,300,5,2,56959,271679,1071.46,254.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,691.0,SUB-DISTRICT,Lasadiya,Total,113,1,0,18864,91229,547.78,167.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,692.0,SUB-DISTRICT,Salumbar,Total,268,0,1,50813,248337,982.57,253.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,693.0,SUB-DISTRICT,Sarada,Total,191,0,4,47845,231209,926.52,250.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,694.0,SUB-DISTRICT,Rishabhdeo,Total,125,0,1,32771,172935,670.51,258.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,130,695.0,SUB-DISTRICT,Kherwara,Total,194,1,1,40350,206777,637.51,324.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,131,0.0,DISTRICT,Pratapgarh,Total,970,33,3,178726,867848,4449.0,195.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,131,696.0,SUB-DISTRICT,Dhariawad,Total,167,0,1,38775,189872,922.85,206.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,131,697.0,SUB-DISTRICT,Peepalkhoont,Total,204,3,0,32509,154063,836.13,184.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,131,698.0,SUB-DISTRICT,Chhoti Sadri,Total,147,8,1,27792,134077,720.76,186.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,131,699.0,SUB-DISTRICT,Pratapgarh,Total,272,21,1,51430,248813,1318.08,189.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
8,131,700.0,SUB-DISTRICT,Arnod,Total,180,1,0,28220,141023,651.17,217.0,26.2,73.0,1000.0,49.0,105.0,82.0,0,0,0,0
10,0,0.0,STATE,BIHAR,Total,39073,5801,199,18913565,104099452,94163.0,1106.0,26.2,73.0,1000.0,49.0,105.0,81.0,0,0,0,0
10,203,0.0,DISTRICT,Pashchim Champaran,Total,1365,118,8,710461,3935042,5228.0,753.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1013.0,SUB-DISTRICT,Sidhaw,Total,159,16,0,55436,309874,874.64,354.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1014.0,SUB-DISTRICT,Ramnagar,Total,125,27,1,46036,249102,666.52,374.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1015.0,SUB-DISTRICT,Gaunaha,Total,156,12,0,37289,208169,469.28,444.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1016.0,SUB-DISTRICT,Mainatanr,Total,93,4,0,34349,190744,240.73,792.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1017.0,SUB-DISTRICT,Narkatiaganj,Total,148,12,1,68915,377842,353.65,1068.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1018.0,SUB-DISTRICT,Lauriya,Total,93,3,0,41593,230162,205.46,1120.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1019.0,SUB-DISTRICT,Bagaha,Total,121,15,1,71834,398000,379.42,1049.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1020.0,SUB-DISTRICT,Piprasi,Total,3,0,0,6357,38592,153.39,252.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1021.0,SUB-DISTRICT,Madhubani,Total,21,9,0,14613,89608,150.38,596.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1022.0,SUB-DISTRICT,Bhitaha,Total,21,2,0,10307,66203,136.81,484.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1023.0,SUB-DISTRICT,Thakrahan,Total,10,3,0,9141,52766,142.47,370.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1024.0,SUB-DISTRICT,Jogapatti,Total,102,3,0,42926,243516,213.21,1142.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1025.0,SUB-DISTRICT,Chanpatia,Total,71,0,1,55529,297748,260.74,1142.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1026.0,SUB-DISTRICT,Sikta,Total,60,1,0,34500,189496,194.64,974.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1027.0,SUB-DISTRICT,Majhaulia,Total,75,3,0,57736,329347,290.87,1132.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1028.0,SUB-DISTRICT,Bettiah,Total,14,1,3,41133,224200,68.13,3291.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1029.0,SUB-DISTRICT,Bairia,Total,51,4,1,38100,206098,237.23,869.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,203,1030.0,SUB-DISTRICT,Nautan,Total,42,3,0,44667,233575,190.41,1227.0,27.0,85.0,1000.0,49.0,105.0,81.0,0,0,1,1
10,204,0.0,DISTRICT,Purba Champaran,Total,1252,41,10,981516,5099371,3968.0,1285.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1031.0,SUB-DISTRICT,Raxaul,Total,41,2,1,41135,232028,130.69,1775.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1032.0,SUB-DISTRICT,Adapur,Total,60,0,0,39818,203513,158.45,1284.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1033.0,SUB-DISTRICT,Ramgarhwa,Total,43,1,0,40566,200998,164.97,1218.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1034.0,SUB-DISTRICT,Sugauli,Total,46,1,1,47387,230807,168.71,1368.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1035.0,SUB-DISTRICT,Banjaria,Total,30,1,0,32464,162684,137.61,1182.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1036.0,SUB-DISTRICT,Narkatia,Total,51,3,0,32955,170758,136.01,1255.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1037.0,SUB-DISTRICT,Bankatwa,Total,20,3,0,20227,116863,63.3,1846.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1038.0,SUB-DISTRICT,Ghorasahan,Total,26,2,0,30396,174864,135.34,1292.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1039.0,SUB-DISTRICT,Dhaka,Total,61,0,1,63681,318144,177.12,1796.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1040.0,SUB-DISTRICT,Chiraia,Total,41,0,0,57311,276809,213.87,1294.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1041.0,SUB-DISTRICT,Motihari,Total,68,6,1,68608,363976,236.97,1536.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1042.0,SUB-DISTRICT,Turkaulia,Total,33,1,0,36654,180366,139.69,1291.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1043.0,SUB-DISTRICT,Harsidhi,Total,61,0,0,41245,222551,185.36,1201.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1044.0,SUB-DISTRICT,Paharpur,Total,55,2,0,33552,183018,155.88,1174.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1045.0,SUB-DISTRICT,Areraj,Total,42,4,1,28019,163923,199.73,821.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1046.0,SUB-DISTRICT,Sangrampur,Total,23,2,0,23283,144071,144.1,1000.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1047.0,SUB-DISTRICT,Kesaria,Total,41,2,1,34431,194579,189.05,1029.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1048.0,SUB-DISTRICT,Kalyanpur,Total,97,1,0,52691,267568,245.53,1090.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1049.0,SUB-DISTRICT,Kotwa,Total,44,1,0,31325,168788,141.51,1193.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1050.0,SUB-DISTRICT,Piprakothi,Total,20,0,0,16811,77089,62.32,1237.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1051.0,SUB-DISTRICT,Chakia(Pipra),Total,76,2,1,40438,216276,173.98,1243.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1052.0,SUB-DISTRICT,Pakri Dayal,Total,20,1,1,29805,146216,118.17,1237.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1053.0,SUB-DISTRICT,Patahi,Total,37,0,0,37883,166445,116.74,1426.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1054.0,SUB-DISTRICT,Phenhara,Total,26,0,0,15376,80329,56.71,1417.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1055.0,SUB-DISTRICT,Madhuban,Total,54,2,1,31675,160760,117.8,1365.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1056.0,SUB-DISTRICT,Tetaria,Total,46,0,0,20348,102808,81.48,1262.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,204,1057.0,SUB-DISTRICT,Mehsi,Total,90,4,1,33432,173140,116.9,1481.0,26.58,84.83,1000.0,49.0,105.0,81.0,0,1,1,1
10,205,0.0,DISTRICT,Sheohar,Total,191,12,1,150144,656246,349.0,1880.0,26.5,85.3,1000.0,49.0,105.0,81.0,0,0,0,1
10,205,1058.0,SUB-DISTRICT,Purnahiya,Total,26,0,0,21600,91949,52.46,1753.0,26.5,85.3,1000.0,49.0,105.0,81.0,0,0,0,1
10,205,1059.0,SUB-DISTRICT,Piprarhi,Total,23,2,0,28107,117948,69.16,1705.0,26.5,85.3,1000.0,49.0,105.0,81.0,0,0,0,1
10,205,1060.0,SUB-DISTRICT,Sheohar,Total,43,2,1,34606,155258,67.76,2291.0,26.5,85.3,1000.0,49.0,105.0,81.0,0,0,0,1
10,205,1061.0,SUB-DISTRICT,Dumri Katsari,Total,27,2,0,20943,93398,52.63,1775.0,26.5,85.3,1000.0,49.0,105.0,81.0,0,0,0,1
10,205,1062.0,SUB-DISTRICT,Tariani Chowk,Total,72,6,0,44888,197693,107.0,1848.0,26.5,85.3,1000.0,49.0,105.0,81.0,0,0,0,1
10,206,0.0,DISTRICT,Sitamarhi,Total,808,26,8,736322,3423574,2294.0,1492.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1063.0,SUB-DISTRICT,Bairgania,Total,19,4,1,27158,132154,72.17,1831.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1064.0,SUB-DISTRICT,Suppi,Total,36,1,0,28991,122239,86.67,1410.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1065.0,SUB-DISTRICT,Majorganj,Total,27,0,0,23791,102785,81.95,1254.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1066.0,SUB-DISTRICT,Sonbarsa,Total,61,3,0,53039,251248,185.28,1356.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1067.0,SUB-DISTRICT,Parihar,Total,83,0,0,68586,338222,224.13,1509.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1068.0,SUB-DISTRICT,Sursand,Total,52,1,0,45274,209945,150.6,1394.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1069.0,SUB-DISTRICT,Bathnaha,Total,87,3,0,57120,262527,204.7,1282.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1070.0,SUB-DISTRICT,Riga,Total,39,3,0,43032,206979,140.85,1469.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1071.0,SUB-DISTRICT,Parsauni,Total,22,0,0,18589,86016,59.69,1441.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1072.0,SUB-DISTRICT,Belsand,Total,38,0,1,27782,120906,83.71,1444.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1073.0,SUB-DISTRICT,Runisaidpur,Total,100,2,0,82692,372579,285.19,1306.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1074.0,SUB-DISTRICT,Dumra,Total,73,0,5,88115,438240,198.93,2203.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1075.0,SUB-DISTRICT,Bajpatti,Total,56,2,0,46192,215507,152.36,1414.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1076.0,SUB-DISTRICT,Charaut,Total,17,0,0,18595,79310,68.31,1161.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1077.0,SUB-DISTRICT,Pupri,Total,44,1,1,38979,171602,100.4,1709.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1078.0,SUB-DISTRICT,Nanpur,Total,31,1,0,40009,182429,109.07,1673.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,206,1079.0,SUB-DISTRICT,Bokhara,Total,23,5,0,28378,130886,89.99,1454.0,26.59,85.5,1000.0,49.0,105.0,81.0,0,0,1,1
10,207,0.0,DISTRICT,Madhubani,Total,1040,70,6,898515,4487379,3501.0,1282.0,26.33,86.08,1000.0,49.0,105.0,81.0,0,0,1,0
10,207,1080.0,SUB-DISTRICT,Madhwapur,Total,41,2,0,27691,134704,107.58,1252.0,26.33,86.08,1000.0,49.0,105.0,81.0,0,0,1,0
10,207,1081.0,SUB-DISTRICT,Harlakhi,Total,43,1,0,37312,196251,144.2,1361.0,26.33,86.08,1000.0,49.0,105.0,81.0,0,0,1,0
10,207,1082.0,SUB-DISTRICT,Basopatti,Total,33,1,0,33355,173499,139.31,1245.0,26.33,86.08,1000.0,49.0,105.0,81.0,0,0,1,0
10,207,1083.0,SUB-DISTRICT,Jainagar,Total,21,0,1,38087,193700,123.54,1568.0,26.33,86.08,1000.0,49.0,105.0,81.0,0,0,1,0
10,207,1084.0,SUB-DISTRICT,Ladania,Total,28,0,0,33560,175561,184.46,952.0,26.33,86.08,1000.0,49.0,105.0,81.0,0,0,1,0
10,207,1085.0,SUB-DISTRICT,Laukaha,Total,44,3,0,40375,212127,216.42,980.0,26.33,86.08,1000.0,49.0,105.0,81.0,0,0,1,0
10,207,1086.0,SUB-DISTRICT,Laukahi,Total,64,2,0,42295,208317,260.25,800.0,26.33,86.08,1000.0,49.0,105.0,81.0,0,0,1,0
